feature,mean,scale
N,50.551818181818184,36.9173338337566
P,53.36272727272727,32.98588273858715
K,48.14909090909091,50.64793054666013
temperature,25.616243851779544,5.063748599958843
humidity,71.48177921778637,22.263811589761083
ph,6.469480065256364,0.7739376880298733
rainfall,103.46365541576817,54.95838852487813
